hfpxzc href,name,MW4etd,UY7F9,category,W4Efsd 2,Address,doJOZc,Add,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,FQ2IWe src,ah5Ghc,Jn12ke src
"https://www.google.com/maps/place/Lakme+Salon+For+Him+and+Her+in+South+Extension+2,+Delhi/data=!4m7!3m6!1s0x390ce32f29d02f17:0xa5413d1e1206f42c!8m2!3d28.5683701!4d77.219159!16s%2Fg%2F11m60dg9xq!19sChIJFy_QKS_jDDkRLPQGEh49QaU?authuser=0&hl=en&rclk=1","Lakme Salon For Him and Her in South Extension 2, Delhi",4.9,-647,Beauty Parlour,·,"2nd Floor Part 2, No E/32, above Mcdonalds",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5ac0zCPlCl7TU4R9kM9uQUahIyAxzvWQ9CSVasZxf53CIp5iDLMfhVVRPZUzo5fmpWxzA8D-1ifBz5t3SFFgvpgcYCqUTaKTDh9ceZia2TyqKqstU2NPnYWri-JB2fjSpTKOit46p1HBL=w80-h143-k-no,On-site services,
https://www.google.com/maps/place/J%26J+Salon/data=!4m7!3m6!1s0x390d1d70b4fbf831:0x6fcd4d6744f913f!8m2!3d28.5620237!4d77.1925098!16s%2Fg%2F11gr0cjwjr!19sChIJMfj7tHAdDTkRP5FPdNbU_AY?authuser=0&hl=en&rclk=1,J&J Salon,4.9,-309,Hairdresser,·,66c Ground Floor,,"37, FF, Khan Market","37, FF, Khan Market",66c Ground Floor,Open,· Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIQDsVzcUAP4U0t4paqRjh4_JQwJbJgsafNc0HxtQ-7_Me73SJFwK2bfyW1zhW-MGOwZA12WiojTjXVTpYj5NAiSoRrpcP9z9ivbn3RW015Ucg4-gQNwHQduVW_qKL_MxAvcVxTA=w189-h92-k-no,"""Chill vibe,  great owner , quality hair styling .""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/LOOKS+Salon,+Karol+Bagh/data=!4m7!3m6!1s0x390d029ea9c0b709:0xa7dea0e001ccd041!8m2!3d28.6456886!4d77.1890129!16s%2Fg%2F1tvgsqmb!19sChIJCbfAqZ4CDTkRQdDMAeCg3qc?authuser=0&hl=en&rclk=1","LOOKS Salon, Karol Bagh",4.2,"-1,385",Beauty Parlour,·,"17A/22, Ajmal Khan Rd",,"37, FF, Khan Market","37, FF, Khan Market","17A/22, Ajmal Khan Rd",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZksQ7q-Rwe9Gy80ChvYMleMxOZhze4-9UospGhQ8DOja-me21F4KGqQOxhoUivnSkZ3Rp8xuGkPPjbUOEmnk6E8FCiCwolXk7rEXWLP1Oet0qj0B0P3nJHd4hqSTtazv7dS_A=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/VANYA+PROFESSIONAL+HAIR+SALON/data=!4m7!3m6!1s0x390ce3a0ede6d84d:0x5043e5fb52a10d0b!8m2!3d28.5796039!4d77.2596111!16s%2Fg%2F11gdsg4vyc!19sChIJTdjm7aDjDDkRCw2hUvvlQ1A?authuser=0&hl=en&rclk=1,VANYA PROFESSIONAL HAIR SALON,4.7,"-1,588",Beauty Parlour,·,"gate no 2, metro stn, 125, Bala Sahib Gurudwara Rd, near manokamna mandir",,"37, FF, Khan Market","37, FF, Khan Market","gate no 2, metro stn, 125, Bala Sahib Gurudwara Rd, near manokamna mandir",Open,· Closes 9:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE92H3lspCob0gEDxfmeJOhcuM87IyvQDVK033Cjn0VDuWZ0HuhqBvBEnZx_CF0_C5sTiL9pWSJWQA_bc8cABjMIz29b39rMSpNfT5W0kXc-v5ed6EhFUZirUnZhysAS8dn3wtY=w80-h106-k-no,On-site services,
https://www.google.com/maps/place/Looks+Salon/data=!4m7!3m6!1s0x390cfd379970dfdb:0x229dadf95c0ca60d!8m2!3d28.6338662!4d77.222512!16s%2Fg%2F12hrzvcrb!19sChIJ299wmTf9DDkRDaYMXPmtnSI?authuser=0&hl=en&rclk=1,Looks Salon,4.3,"-2,480",Beauty Parlour,·,"First Floor, M-97",,"37, FF, Khan Market","37, FF, Khan Market","First Floor, M-97",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEk2CmQn-m0C9KubFOCZ6oLylK2EZw-N6W0gr06gyMnQaDPICeujd2Pj_FOmvYFZ3iLrKor8JnMdGJaxSjokx0M0Cjn76TC9LaM2Yyk4imQCztBJT_J3GH03o5CWvzodH6uSDUp=w80-h106-k-no,On-site services,
https://www.google.com/maps/place/The+Alchemic+Beauty+Curl+and+Colour+Salon/data=!4m7!3m6!1s0x390ce3bc0ab6e293:0x5a829fd46da714f0!8m2!3d28.5526499!4d77.2412959!16s%2Fg%2F11yt7wnf_l!19sChIJk-K2CrzjDDkR8BSnbdSfglo?authuser=0&hl=en&rclk=1,The Alchemic Beauty Curl and Colour Salon,4.8,-168,Hairdresser,·,"first floor, Kailash Colony Market, HS-13",,"37, FF, Khan Market","37, FF, Khan Market","first floor, Kailash Colony Market, HS-13",Closes soon,· 8 pm · Opens 10 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnoqW4NYHi9uQ60NMrueXB9Vuzrn99mDS6RwdAfHl7DtNX1ICB3PkQ4atHD-9uVcJhfWixqHLUGmakflEvO0z94ZsGmAbhIPl_Mx_-mPCBAqdV8hG34pUrbsX_OXyhEQCzTSFe1F6jOcA=w80-h106-k-no,"""Arsh handled the curls so patiently and not a single scream of hair pulling.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Bubbles+Salon/data=!4m7!3m6!1s0x390ce331b6d1fc4d:0x73182bec880ae5ae!8m2!3d28.557638!4d77.2025514!16s%2Fg%2F11vxvl0sv9!19sChIJTfzRtjHjDDkRruUKiOwrGHM?authuser=0&hl=en&rclk=1,Bubbles Salon,4.8,-292,Beauty Parlour,·,S12,,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEp4ruz9mU06_7sqLq8OWJNcXT3qZdGPAGTHe3RtsweOmMJ282V_Ej4BkhJ_kN1ANEIRSSGfkKNog8QUxp5eB_3_0K0K7DXmWtDMHCIK3JPV0y7v4eASP696xO6FxlkvcOAnndMxYa7QoGi=w80-h106-k-no,On-site services,
"https://www.google.com/maps/place/CUT%26STYLE+Salon+-+Naraina,+New+Delhi/data=!4m7!3m6!1s0x390d0311e2bb81dd:0x2c7f03b54d6ba829!8m2!3d28.63025!4d77.138!16s%2Fg%2F11wnn0v6v4!19sChIJ3YG74hEDDTkRKahrTbUDfyw?authuser=0&hl=en&rclk=1","CUT&STYLE Salon - Naraina, New Delhi",4.7,-109,Beauty Parlour,·,Goswami Girdhari Lal Marg,,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDUhYEp-k2NJyM1hEFC49oW9KxxKBV278n-6KI1F4cmvalT4NhLpXIQ9gJ4Upe_18Tgj42-HF3vyNUF7G9t4_OJKZXxnKgemiZAOZRT87fhw0ZesgFMdZsCAdYnUkfGhinrw7DQf9p2Nkw=w80-h106-k-no,On-site services,
https://www.google.com/maps/place/Affinity+Salon/data=!4m7!3m6!1s0x390ce26e1e2988c3:0x923351f9980954e8!8m2!3d28.5581569!4d77.2026596!16s%2Fg%2F1td2kv_p!19sChIJw4gpHm7iDDkR6FQJmPlRM5I?authuser=0&hl=en&rclk=1,Affinity Salon,4.6,-686,Beauty Parlour,·,S- 4 New Khanna Market,,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIBidjvm_xruH-FhdbzrbySk3_6QN8NGimGF1LVYqgYP9XdNkjbVw-uQH7JOGBfeYac_b7eRJwOUDpPPp4TMeNsmYqXQVlzKh7pt6KXuc5PmvmcR8B4tHeGINDGkDciFQ_g2_I=w150-h92-k-no,On-site services,
https://www.google.com/maps/place/LAVISH+-+Luxury+Unisex+Salon+By+Happy/data=!4m7!3m6!1s0x390d03393f3aa60b:0x8c8383c6143515d0!8m2!3d28.6510819!4d77.1605434!16s%2Fg%2F11h1dbzvpr!19sChIJC6Y6PzkDDTkR0BU1FMaDg4w?authuser=0&hl=en&rclk=1,LAVISH - Luxury Unisex Salon By Happy,4.7,-473,Beauty Parlour,·,Cottage 5,,"37, FF, Khan Market","37, FF, Khan Market",Cottage 5,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHC9LLXMPvyLjxnkqZ0D989neXQjtc3vRj5B_PyuNPu17PfAADNMB5TatHsJl-9HQTdaOrrvQYT_MRPo3DcTJmTGiEtlLykQpzgELCYBC3aWyLb0cdoyS-gCrnxA-UqAqXf3_c=w122-h92-k-no,"""The salon was clean, relaxing, and the staff were super friendly.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/S+Salon/data=!4m7!3m6!1s0x390ce3b98216fb63:0x106290cae9a373ef!8m2!3d28.5498554!4d77.2363351!16s%2Fg%2F11fj32ctgb!19sChIJY_sWgrnjDDkR73Oj6cqQYhA?authuser=0&hl=en&rclk=1,S Salon,4.8,-640,Beauty Parlour,·,"M-39, 1st Floor",,"37, FF, Khan Market","37, FF, Khan Market","M-39, 1st Floor",Closes soon,· 8:30 pm · Opens 10 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJqd6ykN1_QsUykQvA26hDGy7PP32Qafzibcpa9m_o2Ah39Czs5HrEpfgTjuhA5xQar3VGw6EosYfhw7HBOZjNg3mSMwH6RCPqbWe7VtL6q-TLVcDzMxMADOYSRj1ZDW4ciQqy4ULlh4uf=w80-h106-k-no,On-site services,
https://www.google.com/maps/place/Cutting+Hair+Salon/data=!4m7!3m6!1s0x390d1d5c611d14a3:0x35c54be4c177acb!8m2!3d28.6023097!4d77.1871165!16s%2Fg%2F12hl633qb!19sChIJoxQdYVwdDTkRy3oXTL5UXAM?authuser=0&hl=en&rclk=1,Cutting Hair Salon,4.1,-87,Hair salon,·,"Shop No.5,NDMC Market,Malcha Marg,Chanakya Puri",,"37, FF, Khan Market","37, FF, Khan Market",,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9SXNEWFAudvv2Js8FcTurmE2GS2E79bd8uvsjRgC7nCU9sbZ0Z85-pyB204ilXuZEnh2vEwCLETd17Y9Z1gsnU98pkWZwe3K34l-mpPXwXJhOe3phOHGcUjnvZLePhSCxhWsl=w80-h106-k-no,"""Hair cut very smoothly
Super cutting barber people in the area 👌✂️""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Geetanjali+Salon+-+Khan+Market,+New+Delhi/data=!4m7!3m6!1s0x390ce2e82310506b:0xbf2ad8120e575046!8m2!3d28.6008241!4d77.2273082!16s%2Fg%2F1pp2twlfp!19sChIJa1AQI-jiDDkRRlBXDhLYKr8?authuser=0&hl=en&rclk=1","Geetanjali Salon - Khan Market, New Delhi",4.6,"-1,742",Beauty Parlour,·,"Shop No 41, nearby Amrapali Jewels",,"37, FF, Khan Market","37, FF, Khan Market","Shop No 41, nearby Amrapali Jewels",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1v0d5sdLHLeVKAjhD4jT7FOlaT3v1HmUEXfRdAua3qaQEcu89y0ExqF2-oajZuav8KFsFvDVuM_INbNJDFSQ3XKeImf8nBP5nv9XhiyiJa2czoaTUPS7FMXxytmRDOY8Y_MeG=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/Style+Hair+Unisex+Salon+Pahadganj/data=!4m7!3m6!1s0x390cfd4394e5e7fd:0x1e543576ad3faf2b!8m2!3d28.6409815!4d77.2100688!16s%2Fg%2F11bwc19yv4!19sChIJ_efllEP9DDkRK68_rXY1VB4?authuser=0&hl=en&rclk=1,Style Hair Unisex Salon Pahadganj,4.4,-127,Beauty Parlour,·,"shop number 1821, Lakshmi Narayan St",,"37, FF, Khan Market","37, FF, Khan Market","shop number 1821, Lakshmi Narayan St",Open,· Closes 12 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEBPIM20ExCSNSmxFBr6fO8W7i8I_AusJNcNw-MqNb2gE0g--9Cif_3lxs8DFUfJjh6e3u3L_0zcVtHHJFhLWLKxMOdX4gxRHABrWthnRqkyhuP9kbo3o5mOxfQcHUMehTHGIKMw=w80-h100-k-no,"""Professional hair cutting and great service at genuine rates!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Athenian+Salon+Delhi+-+Salon+in+Delhi+%7C+Salon+Near+South+Delhi+%7C+Hair+Colouring+%7C+Nail+Extension+%7C+Hair+cut+%7C+Makeup/data=!4m7!3m6!1s0x390ce3343c674e3f:0x4b46a6cb3a134ee9!8m2!3d28.570968!4d77.2197536!16s%2Fg%2F11xg7g72wn!19sChIJP05nPDTjDDkR6U4TOsumRks?authuser=0&hl=en&rclk=1,Athenian Salon Delhi - Salon in Delhi | Salon Near South Delhi | Hair Colouring | Nail Extension | Hair cut | Makeup,4.9,-581,Beauty Parlour,·,"ground floor, F-18",,"37, FF, Khan Market","37, FF, Khan Market","ground floor, F-18",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFENEySnBE5Hb85y1O1230lD9CX0R7m4jBcenN_WNG_8WEk8ozUOUeQSVsEkT5YUFvw2y94Ctvwn56OpxSJUBLMNEHQmsUBx9yEtwSECfyXUVTTNsITF3krOpgHCARIKqsJOQfCC27ET84r=w138-h92-k-no,On-site services,
https://www.google.com/maps/place/Holic+unisex+salon/data=!4m7!3m6!1s0x390d0361fb2842a7:0x904480e013fb98cd!8m2!3d28.641841!4d77.1853894!16s%2Fg%2F11wq0p5dms!19sChIJp0Io-2EDDTkRzZj7E-CARJA?authuser=0&hl=en&rclk=1,Holic unisex salon,4.7,-64,Hairdresser,·,"Shop no.3 ground floor, near rapid flour mill",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7enOfbc-ct7mtdJPTbCMrIYIpxDaMfKHmjAS2Xw05sAP8uTYgpTucDJdBDh7KBQkSM5QzzTI35_czASTO3DYMCFtdatEr9QWH2LXT9WjsqIlcNb1AzuKJgS-95u5xOdDetps=w80-h142-k-no,"""Good choice for haircut at reasonable price, nice behaviour 😀😀""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/SUNNYHAIRPORT/data=!4m7!3m6!1s0x390ce3ea93719d61:0xa45c7b6d693b9c78!8m2!3d28.5380547!4d77.2113199!16s%2Fg%2F11fl0qlg0l!19sChIJYZ1xk-rjDDkReJw7aW17XKQ?authuser=0&hl=en&rclk=1,SUNNYHAIRPORT,4.7,"-2,014",Beauty Parlour,·,"Sunnyhairport salon, A-89, 89",,"37, FF, Khan Market","37, FF, Khan Market","Sunnyhairport salon, A-89, 89",Closes soon,· 8 pm · Opens 10 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjFYu8-oKFc6ql9y0PMYr23oRAIma1ffQRrIcDRDYdwMAW2c166zPxiVKNWz_YL7PMiM9_73RDv19UeubAf9DtWATLsXxAZX1p_I8vGkt2HRe_sysIRAQBuROl70tLCyUMxxGanQ=w163-h92-k-no,On-site services,
https://www.google.com/maps/place/Bharti+Taneja%27s+ALPS+Beauty+Salon/data=!4m7!3m6!1s0x390cfdfeb62d0e29:0x93869c92b55e4296!8m2!3d28.633264!4d77.2058452!16s%2Fg%2F11f116y0rn!19sChIJKQ4ttv79DDkRlkJetZKchpM?authuser=0&hl=en&rclk=1,Bharti Taneja's ALPS Beauty Salon,4.5,-278,Beauty Parlour,·,"Shop no. 50, Gole Market",,"37, FF, Khan Market","37, FF, Khan Market","Shop no. 50, Gole Market",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXw4H2RYl7my9ZQSwWKYX0VwM6BXo8Z3wqu25W8wSljHK_Od7dXrI6DVO-FhmckNhX75oQLVNenbNuaBpBToSWtoPE_Vv6r50-M_vM4UhBTIeKnENS60Q6CxR_qyNPZgqFnQ7y=w122-h92-k-no,"""Easy appointments, welcoming staff, and talented employees!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Shemrock+Salon/data=!4m7!3m6!1s0x390cfd5003dbe033:0x5a20fa69f2ca96a8!8m2!3d28.6334033!4d77.2059507!16s%2Fg%2F11cmhztbnh!19sChIJM-DbA1D9DDkRqJbK8mn6IFo?authuser=0&hl=en&rclk=1,Shemrock Salon,4.5,-276,Beauty Parlour,·,"40, Gole Market Chowk, near Giani ice cream",,"37, FF, Khan Market","37, FF, Khan Market",,Closes soon,· 8:30 pm · Opens 9:30 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG91DvJ5xV4JQtOQETiW8tfkfGdIqxkKWKfFHR7LU0ZoKA4q7C7OBmWI1L_cTNLD9b3uAvugkfJ3h8nHDj0kczem-YdRNKkTXVnAhqysVMeJsY4MRqNmE7GUKF_WZZC9SaBwDO_mA=w122-h92-k-no,"""Amazing hair service  and clean up!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Zuba+Beauty+And+Hair+Salon/data=!4m7!3m6!1s0x390d02a4a4f1ee73:0x3e499b9565e8e2bf!8m2!3d28.6400104!4d77.1816135!16s%2Fg%2F11gbt_lcmc!19sChIJc-7xpKQCDTkRv-LoZZWbST4?authuser=0&hl=en&rclk=1,Zuba Beauty And Hair Salon,4.8,"-1,873",Beauty Parlour,·,46254,,"37, FF, Khan Market","37, FF, Khan Market",20-Aug,Closes soon,· 8 pm · Opens 10 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFl0g7OR-Y86rThvyGkP3yH-mRRUnSJoTQjZRRfygqzOB1UlFC4P6Ryxsn76LEVc8T4na9V3yeu-GYVt7WGIlvniegZzspp6MpKns9Dhe20mxohVqct6qPK5z83dACmk1sgZzTH8w=w163-h92-k-no,"""Easy appointments, welcoming staff, and talented employees!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Looks+Salon/data=!4m7!3m6!1s0x390d021449818d1b:0xa8b49ab3cb684d07!8m2!3d28.6929342!4d77.1741163!16s%2Fg%2F11c328z0yc!19sChIJG42BSRQCDTkRB01oy7OatKg?authuser=0&hl=en&rclk=1,Looks Salon,4.8,"-1,445",Beauty Parlour,·,B-3/4,,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgzTylLQJI3-I0IXDbvOLdNVneU74TScV-QPAT0D4AcEzZ38n__2hU0tSpgQpQ3ZW6VmN9_dAFhHUTYwk_yd5F18xCIOV_EPQ94f3CfEZT6OktA7dW-_lc3_Fi0hY5YjXpWOQP=w163-h92-k-no,On-site services,
https://www.google.com/maps/place/Alino/data=!4m7!3m6!1s0x390d1dc6bda83f05:0x2d6b4b79a330db39!8m2!3d28.5619308!4d77.1936001!16s%2Fg%2F11sj8yfmtg!19sChIJBT-ovcYdDTkROdswo3lLay0?authuser=0&hl=en&rclk=1,Alino,4.9,-115,Beauty Parlour,·,"62 A, Jaat Chopal Rd",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKO9mjPf0nBuX_4r-ZVLt_pDKqp85fEs1NUArlSmpUvgqsz478PPXixq59f01D_Vg7V8_BqlVRxFfe_inlJHX2AQ-W-ZV0G8he23frR3pV8kocmwoOM3CvdrP422ATACsNV-k=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/La+Blanche+Unisex+Salon/data=!4m7!3m6!1s0x390d034365c6ce87:0xb9376eda281d83bf!8m2!3d28.6446718!4d77.1711785!16s%2Fg%2F11tmkf52d8!19sChIJh87GZUMDDTkRv4MdKNpuN7k?authuser=0&hl=en&rclk=1,La Blanche Unisex Salon,4,-743,Beauty Parlour,·,"Ground Floor, 3/16",,"37, FF, Khan Market","37, FF, Khan Market","Ground Floor, 3/16",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAExAeZ_I0hc2htTWaCxUo7zudUERJGVeZk2V_7ozCrEAJDiZRhFqtomDrGfQJAyFaXLQ7_oznhSGyVLGwZ2BinFxwrtMEEYTRLLjldQ7WG2jzGnO2O0C9aTNfeBNMx_jy_TfL-ORg=w138-h92-k-no,On-site services not available,
"https://www.google.com/maps/place/Looks+Salon,+New+Rajinder+Nagar/data=!4m7!3m6!1s0x390d02b9ec047f27:0xb0324fc9946e21c!8m2!3d28.6319574!4d77.1761017!16s%2Fg%2F11f4yx_6lc!19sChIJJ38E7LkCDTkRHOJGmfwkAws?authuser=0&hl=en&rclk=1","Looks Salon, New Rajinder Nagar",4.7,-633,Hair salon,·,"Shop No, 14 & 15",,"37, FF, Khan Market","37, FF, Khan Market","Shop No, 14 & 15",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfTh2PTATmq3ICBPsq89sqTZ3CVvmgCmx4t93vMjtn_q51W2KFH4wcbgyMd2YiXXUCqwq3D140MjQ43e3KzFYmRKY1G2vdLHgqNnnlyjd2n9IVPAMTmoZw1tzKtkAqmmcJzasKlA=w80-h106-k-no,"""Looks is a great salon- efficient, clean and lovely staff!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Tweak+Salon+-+Saket,+New+Delhi/data=!4m7!3m6!1s0x390ce1c5d5f05e5b:0x88235916dc01c882!8m2!3d28.5281508!4d77.2166759!16s%2Fg%2F11kkr__rcj!19sChIJW17w1cXhDDkRgsgB3BZZI4g?authuser=0&hl=en&rclk=1","Tweak Salon - Saket, New Delhi",4.8,-652,Beauty Parlour,·,"DLF Avenue, Press Enclave Marg",,"37, FF, Khan Market","37, FF, Khan Market","DLF Avenue, Press Enclave Marg",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYUHCPO4xK5tDlNeXNPpPMjicqDQzgiam8snpmbBaCH9wwhUbT7rq6by1X2_5ivFBkuYBMPr_XrqbqBIoJ4AsD4SoQkGa_qEz4r8SM4a9rJtR-ff05HCaYObFdB1PP4C15hxjkmw=w137-h92-k-no,On-site services,
https://www.google.com/maps/place/CR%C3%88ME+SALON/data=!4m7!3m6!1s0x390ce25c55111fa9:0x3aef98d517113b32!8m2!3d28.5690984!4d77.2199148!16s%2Fg%2F11g7z9mq28!19sChIJqR8RVVziDDkRMjsRF9WY7zo?authuser=0&hl=en&rclk=1,CRÈME SALON,4.8,-888,Beauty Parlour,·,"G4, above Adidas",,"37, FF, Khan Market","37, FF, Khan Market","G4, above Adidas",Closes soon,· 8:30 pm · Opens 10:30 am Sun,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFo2xjA5QbKMBdIierVTcR9SBkQp_EpdDbpgZuMN7OIXd09w3aIWeXM78vc8yywRKylsZEd0ystUv2yINKe_hOGRyQLvI66okEvl_KMejqN2RDzRJ8jTFcBL5HM18Cp2OkvWVYohSNWnRt=w136-h92-k-no,On-site services,
https://www.google.com/maps/place/Hair+n+Shanti/data=!4m7!3m6!1s0x390ce25ebe73cb59:0x6aea89971e79d05e!8m2!3d28.5683918!4d77.2253113!16s%2Fg%2F11sbc612c3!19sChIJWctzvl7iDDkRXtB5HpeJ6mo?authuser=0&hl=en&rclk=1,Hair n Shanti,4.5,-246,Beauty Parlour,·,"first floor, n-1, Ring Rd",,"37, FF, Khan Market","37, FF, Khan Market","first floor, n-1, Ring Rd",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHB7mxNz4FCwvNX8pdnAwhhAiH5iM5n2YQP5-qRaPVc1IpBFmbkLImW-zdIqKZqS4ShNzp-rZfRf4aHqvCK4YYPtvjgxF9V6WWM2xZJIz2TNY40Plg168HhCKCyuer_sau132gL=w92-h92-k-no,Online appointments,
"https://www.google.com/maps/place/Geetanjali+Studio+-+Karol+Bagh,+New+Delhi/data=!4m7!3m6!1s0x390cfd48e8b23581:0xe843aa58940b611!8m2!3d28.6451721!4d77.194934!16s%2Fg%2F11fn9d4hnt!19sChIJgTWy6Ej9DDkREbZAiaU6hA4?authuser=0&hl=en&rclk=1","Geetanjali Studio - Karol Bagh, New Delhi",4.8,"-1,693",Beauty Parlour,·,"Shop No 5, Pusa Rd, opposite Metro Pillar No 80",,"37, FF, Khan Market","37, FF, Khan Market","Shop No 5, Pusa Rd, opposite Metro Pillar No 80",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGltaE2aTyOzpZWyQ3o2jo7XB1haPIsyooudKmDvDY64Z6NUAnsmLmK_lodG3MITPRrGzOENFqPSoU4aGyxYpHT-Q1APLP9_Jxxs5IvH4puJxc_US2J1E9gOOGQn3XjvZh8YCllTkXFmEKv=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/Hair+Lounge+Salon/data=!4m7!3m6!1s0x390ce3ad0bffffff:0xd55dee873e560df6!8m2!3d28.5703181!4d77.2422805!16s%2Fg%2F11b6xfkwqz!19sChIJ____C63jDDkR9g1WPofuXdU?authuser=0&hl=en&rclk=1,Hair Lounge Salon,4.2,-844,Hairdresser,·,E 98,,"37, FF, Khan Market","37, FF, Khan Market",E 98,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5MJJz9W2gHw9GD7mwKTI_wcdr6lgQGs-sFK_j6xMO5Iwe9T2T0NKkgtAVx6qR4VuCq1ZQXvSMUv6_BOV7_ehlkEcL6tV0L0nwHUvxmwb1SKQNDmx0mbA3TmJnfMiBu3vzObGb=w80-h106-k-no,On-site services,
"https://www.google.com/maps/place/Affinity+Salon,+Bengali+Market/data=!4m7!3m6!1s0x390cfd093bd7d6dd:0x9cb97214277ffd47!8m2!3d28.6295868!4d77.2324019!16s%2Fm%2F0k3n9yg!19sChIJ3dbXOwn9DDkRR_1_JxRyuZw?authuser=0&hl=en&rclk=1","Affinity Salon, Bengali Market",4.1,"-16,513",Beauty Parlour,·,"Shop Number 10, 11",,"37, FF, Khan Market","37, FF, Khan Market","Shop Number 10, 11",Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF4W6NFexLQt-33idH8XjcC9r8nRkTfDHa1nIL9OHDPBlsBB6AopAOiiGXlhhhaJzsxlIEWn0ywUziYP7h_uTOjrcoUlTviuOWviF3q5s5Il16slZcopkcmGnvD0InzXNVgtiwTKA=w122-h92-k-no,On-site services,
https://www.google.com/maps/place/Luca+Piattelli/data=!4m7!3m6!1s0x390ce2780f2e4a21:0xb73a906a15d05038!8m2!3d28.565818!4d77.1956006!16s%2Fg%2F11l5jqx9sy!19sChIJIUouD3jiDDkROFDQFWqQOrc?authuser=0&hl=en&rclk=1,Luca Piattelli,4.9,-154,Beauty Parlour,·,"Ground Floor, A1/20",,"37, FF, Khan Market","37, FF, Khan Market",,Open,· Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOpaULkX9X2X1236QOI1HfObnTabe3k7WaSM7644F0QX47FAL1pRa6eroXRXbtOpW1y4aTDiSiCOF9GVSQ-4qc3RStxsVhWVep1wxgDtmBMogeadQr08Jdcd8h9GXfcLkI-OCCXw=w138-h92-k-no,"""The services are top-notch, and the",https://ssl.gstatic.com/local/servicebusiness/default_user.png
