hfpxzc href,name,MW4etd,UY7F9,category,W4Efsd 2,Address,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,Phone,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,doJOZc,ah5Ghc
https://www.google.com/maps/place/Dhanashree+Multispeciality+Hospital+Chinchwad/data=!4m7!3m6!1s0x3bc2b82b0835d57d:0x4c81232b8dc31ce8!8m2!3d18.6590782!4d73.7978989!16s%2Fg%2F1tdvhmb_!19sChIJfdU1CCu4wjsR6BzDjSsjgUw?authuser=0&hl=en&rclk=1,Dhanashree Multispeciality Hospital Chinchwad,4.8,"-2,642",General hospital,·,"GP 66, Bharat Ratna Rajiv Gandhi Marg, opposite Kamal Nayan Bajaj School",·,"GP 66, Bharat Ratna Rajiv Gandhi Marg, opposite Kamal Nayan Bajaj School",Open,·,085540 99996,http://www.dhanashreehospital.com/,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/LIFE+CARE+HOSPITAL-LCH,BTM+LAYOUT/data=!4m7!3m6!1s0x3bae14fed0457c3b:0xe67b86ca7491da59!8m2!3d12.9193552!4d77.6129992!16s%2Fg%2F1vcl266b!19sChIJO3xF0P4UrjsRWdqRdMqGe-Y?authuser=0&hl=en&rclk=1","LIFE CARE HOSPITAL-LCH,BTM LAYOUT",4.4,"-2,465",General hospital,·,"Gangothri circle, 23/24,new99, 20th Main Rd",·,"Gangothri circle, 23/24,new99, 20th Main Rd",Open 24 hours,·,080 2684 6677,https://lifecarehosp.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Anupama+Hospital/data=!4m7!3m6!1s0x3bae3c0d20b3670d:0x303f6d9ef6db0016!8m2!3d12.9832255!4d77.4787317!16s%2Fg%2F11cn775h3g!19sChIJDWezIA08rjsRFgDb9p5tPzA?authuser=0&hl=en&rclk=1,Anupama Hospital,4.7,"-3,607",General hospital,·,"72, CIIQ, Magadi Main Road, 3, 1st Cross 15th Main Rd, near karnataka bank",·,"72, CIIQ, Magadi Main Road, 3, 1st Cross 15th Main Rd, near karnataka bank",Open 24 hours,·,091488 27473,https://www.anupamahospital.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/KOSHYS+MULTISPECIALITY+HOSPITAL/data=!4m7!3m6!1s0x3bae11fe769a4499:0x7fc97172210d40f1!8m2!3d13.0207398!4d77.6760744!16s%2Fg%2F11h7ssnb6g!19sChIJmUSadv4RrjsR8UANIXJxyX8?authuser=0&hl=en&rclk=1,KOSHYS MULTISPECIALITY HOSPITAL,4.2,"-3,163",Hospital,·,"Thambu Chetty Palya Road, Raghavendra nagar Ramamurthy nagar extension, 127, 7th Main Rd",·,"Thambu Chetty Palya Road, Raghavendra nagar Ramamurthy nagar extension, 127, 7th Main Rd",Open 24 hours,,,https://koshyshospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Medstar+Speciality+Hospital+-+Maternity+Hospital+%7C+Orthopedic+Hospital+%7C+Knee+Surgery+%7C+Joint+and+Hip+Replacement/data=!4m7!3m6!1s0x3bae18201fe1768d:0xede689ff5282b99a!8m2!3d13.0581795!4d77.5860555!16s%2Fg%2F11bzq3npr_!19sChIJjXbhHyAYrjsRmrmCUv-J5u0?authuser=0&hl=en&rclk=1,Medstar Speciality Hospital - Maternity Hospital | Orthopedic Hospital | Knee Surgery | Joint and Hip Replacement,4.4,"-1,538",General hospital,·,"641/17/1/3, 641/17, Kodigehalli Main Rd, opposite Chairman's Resorts",·,"641/17/1/3, 641/17, Kodigehalli Main Rd, opposite Chairman's Resorts",Open 24 hours,·,096119 34655,https://www.medstarhospital.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Church+of+South+India+Hospital/data=!4m7!3m6!1s0x3bae1660819a1245:0xdf3f07dfed71d2fc!8m2!3d12.9910548!4d77.6014781!16s%2Fg%2F1td689lq!19sChIJRRKagWAWrjsR_NJx7d8HP98?authuser=0&hl=en&rclk=1,Church of South India Hospital,3.9,-169,General hospital,·,"2, HKP Road",·,"2, HKP Road",Open 24 hours,·,080 2286 1103,https://www.csihospitalbangalore.org/,,Website,,Directions,,"""The reception at the entrance was very knowledgeable and professional ."""
https://www.google.com/maps/place/K+K+Hospital/data=!4m7!3m6!1s0x3bae185c1e1c1a37:0x3e1bb3fe6bfe2258!8m2!3d13.0971093!4d77.5893882!16s%2Fg%2F1tg7qgbt!19sChIJNxocHlwYrjsRWCL-a_6zGz4?authuser=0&hl=en&rclk=1,K K Hospital,4.1,-777,General hospital,·,"9, A, 1, 9th A Cross Rd, opposite M.E.C School",·,"9, A, 1, 9th A Cross Rd, opposite M.E.C School",Open 24 hours,,,,,Directions,,,,"""All doctors are treating very well, Good Nursing care, Friendly Front desk."""
https://www.google.com/maps/place/Zion+Hospitals/data=!4m7!3m6!1s0x3bae1720b7a9e383:0xf6f770757cd94676!8m2!3d13.0148885!4d77.6355593!16s%2Fg%2F1ty72qh9!19sChIJg-OptyAXrjsRdkbZfHVw9_Y?authuser=0&hl=en&rclk=1,Zion Hospitals,3.6,-812,General hospital,·,"83/1, 2nd Cross Road, Kammanahalli Main Rd, behind Doctors Diagnostic Centre",·,"83/1, 2nd Cross Road, Kammanahalli Main Rd, behind Doctors Diagnostic Centre",Open 24 hours,·,080 4351 8000,http://www.zionhospital.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Mai+Mangeshkar+Hospital/data=!4m7!3m6!1s0x3bc2bfd3f1a11a75:0x9fdcae213bf4462e!8m2!3d18.4851955!4d73.7997535!16s%2Fg%2F1vcl26jz!19sChIJdRqh8dO_wjsRLkb0OyGu3J8?authuser=0&hl=en&rclk=1,Mai Mangeshkar Hospital,3.8,-563,General hospital,·,"Mumbai - Bangalore Highway, Survey No. 117/1, Service Rd",·,"Mumbai - Bangalore Highway, Survey No. 117/1, Service Rd",Open 24 hours,·,020 4054 1000,http://maimangeshkar.com/,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/HCG+Cancer+Hospital+-+%28Double+Road,+Bengaluru%29/data=!4m7!3m6!1s0x3bae15dbc9671c53:0x9a1464d70974ce0c!8m2!3d12.9604586!4d77.5927581!16s%2Fg%2F1pv1ct6j1!19sChIJUxxnydsVrjsRDM50CddkFJo?authuser=0&hl=en&rclk=1","HCG Cancer Hospital - (Double Road, Bengaluru)",4.6,"-1,372",Cancer treatment center,·,"No. 44 - 45/2 2nd Cross, Double Rd, off Lalbagh Road",·,"No. 44 - 45/2 2nd Cross, Double Rd, off Lalbagh Road",Open 24 hours,·,063588 88802,https://www.hcgoncology.com/cancer-centers/hcg-cancer-centre-double-road-bengaluru/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Sagar+Hospitals+%E2%80%93+Multispeciality+Hospital+Jayanagar/data=!4m7!3m6!1s0x3bae15aed36af035:0xe5759245267fbda3!8m2!3d12.9280141!4d77.5994766!16s%2Fg%2F12lpptklb!19sChIJNfBq064VrjsRo71_JkWSdeU?authuser=0&hl=en&rclk=1,Sagar Hospitals – Multispeciality Hospital Jayanagar,4.4,"-5,283",Hospital,·,"No.44/54, 30th Cross Rd",·,"No.44/54, 30th Cross Rd",Open 24 hours,·,080 6955 5555,https://www.sagarhospitals.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Bowring+and+Lady+Curzon+Hospital/data=!4m7!3m6!1s0x3bae1663b446cb89:0x2a8952c4f01fa407!8m2!3d12.9821629!4d77.6042677!16zL20vMGc1Mno2!19sChIJictGtGMWrjsRB6Qf8MRSiSo?authuser=0&hl=en&rclk=1,Bowring and Lady Curzon Hospital,3.2,-579,General hospital,·,"XJM3+HWM Bowring Medical Hospital, Lady Curzon Rd",·,"XJM3+HWM Bowring Medical Hospital, Lady Curzon Rd",Open 24 hours,·,084311 86388,,,Directions,,,,On-site services
https://www.google.com/maps/place/Sagar+Hospitals+-+Multispeciality+Hospital+Banashankri/data=!4m7!3m6!1s0x3bae157cd3aabb31:0xd9e9f4bad8d0d688!8m2!3d12.9081233!4d77.5649846!16s%2Fg%2F1vzv23nt!19sChIJMbuq03wVrjsRiNbQ2Lr06dk?authuser=0&hl=en&rclk=1,Sagar Hospitals - Multispeciality Hospital Banashankri,4.4,"-3,837",Hospital,·,"DSI, Banashankari, Shavige Malleshwara Hills, behind DSI campus",·,"DSI, Banashankari, Shavige Malleshwara Hills, behind DSI campus",Open 24 hours,·,080 6955 5555,https://www.sagarhospitals.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Chaya+Super+Speciality+Hospital/data=!4m7!3m6!1s0x3bae16d4926d210d:0xfd3bdf7223e544a3!8m2!3d13.0103699!4d77.6582587!16s%2Fg%2F1thk75gn!19sChIJDSFtktQWrjsRo0TlI3LfO_0?authuser=0&hl=en&rclk=1,Chaya Super Speciality Hospital,2.1,-354,General hospital,·,"6, B Channasandra Rd",·,"6, B Channasandra Rd",Open 24 hours,,,,,Directions,,,,
https://www.google.com/maps/place/Madhu+Super+Speciality+Hospital+And+Research+Centre/data=!4m7!3m6!1s0x3bae3d44b40dc13d:0x637bac91854c3dc9!8m2!3d12.97815!4d77.543381!16s%2Fg%2F11p0gtssj7!19sChIJPcENtEQ9rjsRyT1MhZGse2M?authuser=0&hl=en&rclk=1,Madhu Super Speciality Hospital And Research Centre,4.6,-586,Hospital,·,"54, Magadi Main Rd",·,"54, Magadi Main Rd",Open 24 hours,·,097415 40222,,,Directions,,,,On-site services
https://www.google.com/maps/place/Jayadev+Memorial+Rashtrotthana+Hospital+and+Research+Centre/data=!4m7!3m6!1s0x3bae3fbc0262558b:0xc42f8d9bb8a681dd!8m2!3d12.9089844!4d77.5135509!16s%2Fg%2F11s620c4_k!19sChIJi1ViArw_rjsR3YGmuJuNL8Q?authuser=0&hl=en&rclk=1,Jayadev Memorial Rashtrotthana Hospital and Research Centre,4.6,"-1,471",General hospital,·,WG57+JFF,·,WG57+JFF,Open 24 hours,·,080 6923 9999,https://www.rashtrotthanahospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Mallige+Hospital/data=!4m7!3m6!1s0x3bae16142b8d7fff:0x28d52520c417efe3!8m2!3d12.9852672!4d77.5802778!16s%2Fg%2F11ckqrvrmh!19sChIJ_3-NKxQWrjsR4-8XxCAl1Sg?authuser=0&hl=en&rclk=1,Mallige Hospital,3.9,-819,Private hospital,·,"31/32, Crescent Rd",·,"31/32, Crescent Rd",Open 24 hours,·,080671 65555,http://www.mallige.com/,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/P+D+Hinduja+Sindhi+Hospital+%7C+Bengaluru,Karnataka/data=!4m7!3m6!1s0x3bae15d8e319913d:0x981f7d1f898b0c96!8m2!3d12.9644866!4d77.5926378!16s%2Fg%2F1tfblrf2!19sChIJPZEZ49gVrjsRlgyLiR99H5g?authuser=0&hl=en&rclk=1","P D Hinduja Sindhi Hospital | Bengaluru,Karnataka",3.7,-884,General hospital,·,"15/2, 12th Cross Rd",·,"15/2, 12th Cross Rd",Open 24 hours,·,080 4903 0303,https://hindujasindhihospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Manipal+Hospital+Malleshwaram+OP+Block/data=!4m7!3m6!1s0x3bae17a351df358b:0x211084b864fe5706!8m2!3d13.0035912!4d77.5655593!16s%2Fg%2F11w7kkp_9p!19sChIJizXfUaMXrjsRBlf-ZLiEECE?authuser=0&hl=en&rclk=1,Manipal Hospital Malleshwaram OP Block,4.7,"-1,798",General hospital,·,"8th Main Road, 5/2, 13th Cross Rd",·,"8th Main Road, 5/2, 13th Cross Rd",Closes soon,·,1800 102 4647,https://www.manipalhospitals.com/malleshwaram/?utm_source=Organic&utm_medium=GMB+Organic&utm_campaign=Malleshwaram+Northside+Hospital+GMB,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/New+Life+Speciality+Hospital+%7C+Laparoscopic+General+Surgeon,+Orthopaedic,+Neurosurgeon,+Gynaecologist+%7C+Byrathi,+Bengaluru/data=!4m7!3m6!1s0x3bae1bd060c59ec5:0xc49ccd13f67a0f9c!8m2!3d13.0779944!4d77.653645!16s%2Fg%2F11vl9wzbpv!19sChIJxZ7FYNAbrjsRnA969hPNnMQ?authuser=0&hl=en&rclk=1","New Life Speciality Hospital | Laparoscopic General Surgeon, Orthopaedic, Neurosurgeon, Gynaecologist | Byrathi, Bengaluru",4.5,-80,Hospital,·,"No.33, New International Airport Road, Hennur Bagalur Main Rd",·,"No.33, New International Airport Road, Hennur Bagalur Main Rd",Open 24 hours,·,095358 58080,https://newlifehospitalhennur.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/K.C.+General+Hospital/data=!4m7!3m6!1s0x3bae1624498c8b85:0xd95533c6e2c6bddb!8m2!3d12.9961428!4d77.569358!16s%2Fg%2F1tlbmlhh!19sChIJhYuMSSQWrjsR273G4sYzVdk?authuser=0&hl=en&rclk=1,K.C. General Hospital,3.2,-854,General hospital,·,"Ground, Malleswaram Circle, Police Station Rd",·,"Ground, Malleswaram Circle, Police Station Rd",Open 24 hours,·,080 2334 1771,,,Directions,,,,On-site services
https://www.google.com/maps/place/Athreya+Hospital/data=!4m7!3m6!1s0x3bae6dd65f435d73:0x507a714c9af971b5!8m2!3d12.7945268!4d77.706786!16s%2Fg%2F124yh5gg1!19sChIJc11DX9ZtrjsRtXH5mkxxelA?authuser=0&hl=en&rclk=1,Athreya Hospital,4.3,"-2,138",General hospital,·,"6/2, 6/2B, Anekal Main road, Chandapura, Anekal Main Road",·,"6/2, 6/2B, Anekal Main road, Chandapura, Anekal Main Road",Open 24 hours,·,093792 62265,https://athreyahospital.com/,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Aveksha+Hospitals,+MS+Palya/data=!4m7!3m6!1s0x3bae2294ec5d2ce5:0xec449c0bbed3eb67!8m2!3d13.0818183!4d77.5409144!16s%2Fg%2F12qfjhdg5!19sChIJ5Sxd7JQirjsRZ-vTvgucROw?authuser=0&hl=en&rclk=1","Aveksha Hospitals, MS Palya",4.7,"-6,778",General hospital,·,"Varadarajaswamy Layout, 122, M.S. Palya Rd",·,"Varadarajaswamy Layout, 122, M.S. Palya Rd",Open 24 hours,·,080 4727 7770,https://avekshahospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Apollo+Hospitals+-+Sarjapur+Road+%7C+Best+Hospital+in+Bengaluru/data=!4m7!3m6!1s0x3bae13a4a903d97d:0xc6bb5ef5f934ac4a!8m2!3d12.9012497!4d77.7087785!16s%2Fg%2F11qb8bnzqc!19sChIJfdkDqaQTrjsRSqw0-fVeu8Y?authuser=0&hl=en&rclk=1,Apollo Hospitals - Sarjapur Road | Best Hospital in Bengaluru,4.6,"-3,871",General hospital,·,"Opposite Decathlon, Sarjapur Road, Hobli","Opposite Decathlon, Sarjapur Road, Hobli",,,,080 6936 6936,https://www.apollohospitals.com/hospitals/sarjapur-road-bangalore,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Springleaf+Hospital/data=!4m7!3m6!1s0x3bae6c840116aa25:0xa7aa6c6bf720d921!8m2!3d12.8525896!4d77.6675444!16s%2Fg%2F1tgz8t6k!19sChIJJaoWAYRsrjsRIdkg92tsqqc?authuser=0&hl=en&rclk=1,Springleaf Hospital,4.2,"-1,773",General hospital,·,"60/3, Hosur Rd, next to Union Bank",·,"60/3, Hosur Rd, next to Union Bank",Open 24 hours,·,074111 22444,https://www.springleaf-healthcare.com/,,Website,,Directions,,"""The hospital is well-maintained and clean."""
https://www.google.com/maps/place/Mediscope+Hospital/data=!4m7!3m6!1s0x3bae16fda9ede8e3:0x1befaa9bf77a3548!8m2!3d13.0111753!4d77.6162312!16s%2Fg%2F1tgwqq49!19sChIJ4-jtqf0WrjsRSDV695uq7xs?authuser=0&hl=en&rclk=1,Mediscope Hospital,4.3,-710,General hospital,·,"Mediscope Nursing Home, 11, 1st Cross Rd",·,"Mediscope Nursing Home, 11, 1st Cross Rd",Open 24 hours,·,080 2547 2757,,,Directions,,,,On-site services
https://www.google.com/maps/place/Rangadore+Memorial+Hospital/data=!4m7!3m6!1s0x3bae1592c0000001:0x92435e0cc1f579e1!8m2!3d12.9535139!4d77.5710434!16s%2Fg%2F1tdxnwwy!19sChIJAQAAwJIVrjsR4Xn1wQxeQ5I?authuser=0&hl=en&rclk=1,Rangadore Memorial Hospital,3.8,"-1,447",General hospital,·,1st Cross Rd,·,1st Cross Rd,Open 24 hours,·,080 2698 3300,https://rangadorememorialhospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Sri+Vinayaka+Hospital/data=!4m7!3m6!1s0x3bae3e70a7992d51:0xfe6221ef3a8eef32!8m2!3d12.9575163!4d77.5276716!16s%2Fg%2F1tmptf7j!19sChIJUS2Zp3A-rjsRMu-OOu8hYv4?authuser=0&hl=en&rclk=1,Sri Vinayaka Hospital,4.4,-254,General hospital,·,"Vijayanagar, 1222, 80 Feet Rd, near Ganesha Temple",·,"Vijayanagar, 1222, 80 Feet Rd, near Ganesha Temple",Open 24 hours,·,080 2339 8062,,,Directions,,,,"""The hospital is well-maintained with great cleanliness and hygiene."""
https://www.google.com/maps/place/Sapthagiri+Hospital/data=!4m7!3m6!1s0x3bae2324ca579629:0xa6f9716812cb8b11!8m2!3d13.0706389!4d77.5024795!16s%2Fg%2F1thk_90p!19sChIJKZZXyiQjrjsREYvLEmhx-aY?authuser=0&hl=en&rclk=1,Sapthagiri Hospital,3.3,"-1,410",General hospital,·,"15, Hesarghatta Rd",·,"15, Hesarghatta Rd",Open 24 hours,·,080 2839 3393,,,Directions,,,,On-site services
https://www.google.com/maps/place/Jayadeva+Hospital+Bengaluru/data=!4m7!3m6!1s0x3bae16773e7dc413:0x350240386002607b!8m2!3d12.9178903!4d77.5992075!16s%2Fm%2F02q96m6!19sChIJE8R9PncWrjsRe2ACYDhAAjU?authuser=0&hl=en&rclk=1,Jayadeva Hospital Bengaluru,3.9,"-1,732",Heart hospital,·,"B T M I stage, B-8, Marenahalli Rd",·,"B T M I stage, B-8, Marenahalli Rd",Open 24 hours,·,080 2297 7400,http://www.jayadevacardiology.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Sri+Sairam+Hospital+-+BTM+Layout/data=!4m7!3m6!1s0x3bae15045b5a68fb:0x651d3761721d9a6f!8m2!3d12.914413!4d77.6002987!16s%2Fg%2F1td9tk5l!19sChIJ-2haWwQVrjsRb5odcmE3HWU?authuser=0&hl=en&rclk=1,Sri Sairam Hospital - BTM Layout,4.2,-637,General hospital,·,"33, Bannerghatta Main Rd",·,"33, Bannerghatta Main Rd",Open 24 hours,·,079751 42707,https://srisairamhospitals.com/,,Website,,Directions,,"""Excellent staff , well maintained hygiene hospital."""
https://www.google.com/maps/place/Bangalore+Orthopaedic+And+Surgical+Hospital/data=!4m7!3m6!1s0x3bae1725b34e1d65:0x7807714d1478bc61!8m2!3d13.0219049!4d77.6385891!16s%2Fg%2F11g69h8h25!19sChIJZR1OsyUXrjsRYbx4FE1xB3g?authuser=0&hl=en&rclk=1,Bangalore Orthopaedic And Surgical Hospital,4.5,-611,General hospital,·,"2J9R+X68, 426, CMR Main Rd, 3rd Cross Rd",·,"2J9R+X68, 426, CMR Main Rd, 3rd Cross Rd",Open 24 hours,·,080 4633 3444,http://www.boshospitals.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/DG+Hospital/data=!4m7!3m6!1s0x3bae3fd5075e67cb:0xebcdded754735fc!8m2!3d12.9206598!4d77.5598165!16s%2Fg%2F1td1sx0z!19sChIJy2deB9U_rjsR_DVHde3dvA4?authuser=0&hl=en&rclk=1,DG Hospital,4.1,-327,General hospital,·,"274/275, Puttalingiah Rd",·,"274/275, Puttalingiah Rd",Open 24 hours,,,,,Directions,,,,"""Nursing care very professional and all nurses are very friendly."""
https://www.google.com/maps/place/RR+multispeciality+hospital/data=!4m7!3m6!1s0x3bae3d34ac611d25:0x3080ca616110071a!8m2!3d12.9802535!4d77.5371517!16s%2Fg%2F11qzph12t7!19sChIJJR1hrDQ9rjsRGgcQYWHKgDA?authuser=0&hl=en&rclk=1,RR multispeciality hospital,4.3,-186,Hospital,·,"Magadi main road 11/1 old no 40, b block, KHB Colony",·,"Magadi main road 11/1 old no 40, b block, KHB Colony",Open 24 hours,·,095385 38777,,,Directions,,,,"""Matured Doctors, Nice hospitality .."""
https://www.google.com/maps/place/Mamatha+Hospital/data=!4m7!3m6!1s0x3bae15a400000001:0x5d530017e7b8ec71!8m2!3d12.920466!4d77.592335!16s%2Fg%2F1tdpdmt2!19sChIJAQAAAKQVrjsRcey45xcAU10?authuser=0&hl=en&rclk=1,Mamatha Hospital,3,-115,General hospital,·,"No. 1539, 39th Cross Rd",·,"No. 1539, 39th Cross Rd",Open,·,080 2244 1211,,,Directions,,,,"""Awesome services n friendly staff n emphatic doctors"""
"https://www.google.com/maps/place/Apollo+Cradle+%26+Children%27s+Hospital+in+Jayanagar,+Bengaluru/data=!4m7!3m6!1s0x3bae1574a3cac983:0xea523493e02e8cad!8m2!3d12.9169375!4d77.5851875!16s%2Fg%2F1hhkj2dt1!19sChIJg8nKo3QVrjsRrYwu4JM0Uuo?authuser=0&hl=en&rclk=1","Apollo Cradle & Children's Hospital in Jayanagar, Bengaluru",4.7,"-6,672",Maternity Centre,·,WH8P+Q39,·,WH8P+Q39,Open 24 hours,·,098216 56657,https://www.apollocradle.com/bengaluru/jayanagar/our-hospitals/maternity-hospital-in-jayanagar,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Chaitanya+Hospital+%28NABH+Accredited%29/data=!4m7!3m6!1s0x3bae17ba9c73e661:0x3bf67bebb7a89b52!8m2!3d13.0240936!4d77.5943159!16s%2Fg%2F1tdz380h!19sChIJYeZznLoXrjsRUpuot-t79js?authuser=0&hl=en&rclk=1,Chaitanya Hospital (NABH Accredited),3.5,-279,Hospital,·,"2nd block, 116, 3rd Cross Rd",·,"2nd block, 116, 3rd Cross Rd",Open 24 hours,·,098440 32989,,,Directions,,,,"""The treatment and surgery went well and the staff was supportive."""
https://www.google.com/maps/place/BMS+Hospital/data=!4m7!3m6!1s0x3bae158b5de77713:0x5b3a6891156b90ae!8m2!3d12.9412763!4d77.5675884!16s%2Fg%2F1tgllbjp!19sChIJE3fnXYsVrjsRrpBrFZFoOls?authuser=0&hl=en&rclk=1,BMS Hospital,4.2,-530,General hospital,·,"Sri Mallikarjuna Swamy, No 618, Sri Mallikarjuna Sw, 618, Mallikarjuna Temple St",·,"Sri Mallikarjuna Swamy, No 618, Sri Mallikarjuna Sw, 618, Mallikarjuna Temple St",Open 24 hours,,,https://bmshospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Shirdi+Sai+Hospital/data=!4m7!3m6!1s0x3bae17e10becab93:0xd82ee96990d79a81!8m2!3d13.037254!4d77.564932!16s%2Fg%2F1tdwt3bm!19sChIJk6vsC-EXrjsRgZrXkGnpLtg?authuser=0&hl=en&rclk=1,Shirdi Sai Hospital,4,-471,General hospital,·,"519, 2nd Main, Nethravathi Street, New BEL Rd, opp. SLK Software",·,"519, 2nd Main, Nethravathi Street, New BEL Rd, opp. SLK Software",Open 24 hours,·,080 4271 9999,https://shirdisaihospitalpvtltd.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Navachethana+Hospital/data=!4m7!3m6!1s0x3bae1887c0a00cc7:0xb924fa6d976ce5d8!8m2!3d13.1037608!4d77.5837306!16s%2Fg%2F11b5yvd3sr!19sChIJxwygwIcYrjsR2OVsl236JLk?authuser=0&hl=en&rclk=1,Navachethana Hospital,4.1,"-1,833",General hospital,·,"17/A2, 3rd B Cross Road, Opposite RWF Rail Wheel Factory GM Admin Office",·,"17/A2, 3rd B Cross Road, Opposite RWF Rail Wheel Factory GM Admin Office",Open 24 hours,·,098809 25495,http://www.navachethanahospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Chaitanya+Hospital+%28NABH+Accredited%29/data=!4m7!3m6!1s0x3bae17ba9c73e661:0x3bf67bebb7a89b52!8m2!3d13.0240936!4d77.5943159!16s%2Fg%2F1tdz380h!19sChIJYeZznLoXrjsRUpuot-t79js?authuser=0&hl=en&rclk=1,Chaitanya Hospital (NABH Accredited),3.5,-279,Hospital,·,"2nd block, 116, 3rd Cross Rd",·,"2nd block, 116, 3rd Cross Rd",Open 24 hours,·,098440 32989,https://bmshospital.com/,,Directions,,Website,,"""The treatment and surgery went well and the staff was supportive."""
https://www.google.com/maps/place/Navachethana+Hospital/data=!4m7!3m6!1s0x3bae1887c0a00cc7:0xb924fa6d976ce5d8!8m2!3d13.1037608!4d77.5837306!16s%2Fg%2F11b5yvd3sr!19sChIJxwygwIcYrjsR2OVsl236JLk?authuser=0&hl=en&rclk=1,Navachethana Hospital,4.1,"-1,833",General hospital,·,"17/A2, 3rd B Cross Road, Opposite RWF Rail Wheel Factory GM Admin Office",·,"17/A2, 3rd B Cross Road, Opposite RWF Rail Wheel Factory GM Admin Office",Open 24 hours,·,098809 25495,https://www.google.com/aclk?sa=L&ai=DChsSEwjB7fq6-r2UAxV8vKYDHeLHIoAYACICCAEQBRoCdGI&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XBz3HevKcuj8UEpnV1leSJU--XdMAlJlKfpEKYUs3mqBBk2c1TDvGxoC2pcQAvD_BwE&cid=CAAS0wHkaInfGXbPFKTwepGkLlNZWFVuBX5-ONCBu5yPw45_R18crFP9ZSATGZOYJ42d68M1wfyFCBGpPThm6V7ft78wA7foYigGpsspE1HJwmnfdV0VMIeSfbBpHGPNI7IJ07JS45tcdXnU2iMqc1Qg7T9GcP5hTa7jUPr1zJTmaG061DlDy6yxAw-qL_CicYK0oq6zGGA3BpWFBYhtS2ii4hEiuIvKFU0JzHnKso_gdYm9x1qwG1vZjkc0XJAQYsbYgOBUzugc8802_pFCe83_lqG4sUNp&cce=2&category=acrcp_v1_32&sig=AOD64_0kHv3zZtKOjA_VGImtqfZ02u4uVg&adurl&q&ctype=99&nis=6,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Eskay+Healthcare/data=!4m7!3m6!1s0x3bae22d644938a9d:0x232247f1217eb7f3!8m2!3d13.0614634!4d77.5180124!16s%2Fg%2F1tftjnfs!19sChIJnYqTRNYirjsR87d-IfFHIiM?authuser=0&hl=en&rclk=1,Eskay Healthcare,4.3,-980,General hospital,·,"274, 3rd Cross St",·,"274, 3rd Cross St",Open 24 hours,·,099866 64560,http://www.eskayhospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Gayathri+Hospital+Pvt+Ltd/data=!4m7!3m6!1s0x3bae3de64253bf39:0xdffe0cb91ae6f4e2!8m2!3d12.9743735!4d77.5426768!16s%2Fg%2F1tg7qgct!19sChIJOb9TQuY9rjsR4vTmGrkM_t8?authuser=0&hl=en&rclk=1,Gayathri Hospital Pvt Ltd,4.2,-588,General hospital,·,"Magadi, 91, Chord Rd",·,"Magadi, 91, Chord Rd",Open 24 hours,·,080 2335 2085,https://gayathrihospital.co.in/,,Website,,Directions,,"""The hospital is very well maintained and hygienic for all purposes."""
https://www.google.com/maps/place/Vinayaka+Hospital/data=!4m7!3m6!1s0x3bae3e232e564693:0x256c930a623ae0c1!8m2!3d12.9375195!4d77.5494996!16s%2Fg%2F1tj1qj87!19sChIJk0ZWLiM-rjsRweA6YgqTbCU?authuser=0&hl=en&rclk=1,Vinayaka Hospital,4.3,"-1,024",General hospital,·,"State Bank Of Mysore Colony, 110, 80 Feet Rd",·,"State Bank Of Mysore Colony, 110, 80 Feet Rd",Open 24 hours,·,080 2679 4148,,,Directions,,,,On-site services
